Product Name,Price,Number of Reviews,Product URL,RAM,Storage Capacity,SIM Card Slot,Model,Screen Size
Apple iPhone 15 Pro - 128GB - Blue Titanium (Unlocked),$229.95,1 product rating,https://www.ebay.com/itm/395665879925?_skw=phone&epid=25062756298&hash=item5c1f863375:g:WHgAAOSwVsFm3zZN&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnUaFSpLO6en0Ru%2BhCufnpMMiUGYgjWw8HTGOp8jFIAdnpfPcvtqGzyZgvQbc4tZDhdop1Nk9G4VMioltPt4tjRPWyFtOfM0cOxMkgb25cU7sbgrDLrMhFyasPPl9UdnsUv9qaSB5Kuvf2YrF7LaptO3p7QEZ429uDo9CSyd8BoOpVH%2Bgn7Y9RCCuUSoLD5mxP62oLEiROB2ATY%2FM%2FKU0XCAPV7U4ef9xVED1FJRZwqdQ%3D%3D%7Ctkp%3ABk9SR-LRoNi8ZA,-,128 GB,-,Apple iPhone 15 Pro,6.1 in
Apple iPhone 11 - 64GB | 128GB A2111 (Unlocked CDMA + GSM) Smartphone Very Good,$374.99,40 product ratings,https://www.ebay.com/itm/186501287539?_skw=phone&epid=9034209104&hash=item2b6c57ce73:g:FqwAAOSwxNxlpupd&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmuakFFLVtq6boYkL9YBJLULNvpirXbPEhW20nVuniSuPsCRjRYHkGbHdtOYOlmaxKn%2BDhh0txoppuJt4%2BAMzH0zftL4DL1km%2ByXPJoXa%2BINed72cyU1OkqlzEch96pvhNVQBN16oprWd%2FzVIer16DLGSupJzm92ukHA%2FEJnuxaCyZCUBIoHINxc8xQOjMeodExyXlN2OKlgo8bug0ZV4oCSvPsGMjEw%2BcyBVQ5wZTIN7GrMEbI3zKLoO1MRLi6KCSG44pMo1hu%2Bqzmiqz4lcnq%7Ctkp%3ABFBM4tGg2Lxk,4 GB,-,Single SIM,Apple iPhone 11,6.1 in
Apple iPhone 13 Unlocked â€“ All Sizes â€“ All Colours â€“ Good Condition Mobile,$255.00,35 product ratings,https://www.ebay.com/itm/226168778401?_skw=phone&epid=15049284953&hash=item34a8b5aea1:g:HMMAAOSw~Z9mVyue&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl94OrOr1ZYQta2dy53ppgPNkkmlEGhakAmhMz6bzFCxQx9Bi7hpjQz5uoSexnYWl%2BDaZAZs%2F0uJ80sLbCusMZCqznjRro7zVhmvKxW%2FDXugGezMGKLTGY%2FHycdZe2XtmUE8WTFuwZGHzYVPvwdEJGLSeX%2F7g%2BkFWFvMjZ8WTViMCn4jYuwqnZBQ59tzgo%2FntPn9oB9mk45XZw9Cv9dzCbKYnj%2BFbsvXESlrW%2Bx6HQNy99aTuM%2B4S1hNT6c2yzgQqP9vO58BtSRoj50RyZib3Xb%7Ctkp%3ABFBM4tGg2Lxk,-,-,-,Apple iPhone 13,6.1 in
New Sealed Apple iPhone 12 Mini 64GB Black For Straight Talk/Total By Verizon,$419.99,7 product ratings,https://www.ebay.com/itm/126414711897?_skw=phone&epid=23044018019&hash=item1d6ee76c59:g:1oEAAOSwJ81lUQG1&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlPiaVvs1FOgtr%2F2cyQHCdsubAPchJjxBWEb86lW4%2BcDFKGKlcR0yz9eKkRmdlCMKe%2FHczz%2BzgZI5s%2BPIKFOQQoC846AR4lhwrXgcT945cLBVw3EVlFU0%2B9hU4OJ6IGBjHpXc4VnKj%2BwY7lRIQk9QLYNQK0Ee7SftP%2BOe8bs7czA52lAY0NCMrp24yk0qs6kr1GSWbUb%2Bx7%2BJejoNHjIeazxIOGnn5QqTnBRhXPC%2Fh8f7e4DsW25vKNw1IyVhjow3hKfnPXAph%2FhwxzJH%2FG%2FYrF%7Ctkp%3ABFBM4tGg2Lxk,4 GB,64 GB,Single SIM,Apple iPhone 12 mini,6.1 in
IPhone 11 64 Gb (FOR PARTS ONLY),$282.19,-,https://www.ebay.com/itm/126667955402?_skw=phone&hash=item1d7dff9cca:g:MmsAAOSwVsFm4JvM&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl37uywr%2FlT7ytV9A2iMJ1BiLh1GEwzeipA4ngRvlQXOm%2Fbt35smlLesNL9lbFSKLMwYgrSvU2MQ5ZVyveRPKfM%2BwmBiluAcXZ6NutzR1K0EeVNkYfb%2Fs7roTOt%2F9dJdzM5iy3A7h0IInjf1opY86SgK4hJW04tyUVVexcK%2FJDKt7U1hQhxzA9xVJu4J0LrI%2Bh7P1JkJaKlUdvVjApiZkd0z4fEUuE0GVBnhgHzu8Z8uw%3D%3D%7Ctkp%3ABk9SR-LRoNi8ZA,-,64 GB,-,iPhone 11 A2111,-
New ListingApple iPhone 11 64GB - (Purple) A2111,$103.5,-,https://www.ebay.com/itm/176570557171?_skw=phone&hash=item291c6ce2f3:g:cuwAAOSwyZhmwX6h&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnZTDXcpSlhik7dy2VZG729oSVtgqfuQQmUhbM%2B%2F1yfkxfV1MWHNGWR9yoN6qH5HoeL1qqhdEwIKZlBxX1dKB6k19zDVCXhhO3Tek%2B3IH5zB7flkCQzGTJidCxqagbQ5k35xeVrIoYXln0K%2FbJ5zSPcpAwcb5ovpJExVfNz%2Fy6W8FIpr%2Bpeww7WrEqXA0Hz7jRDwVWUiY4x%2FDP45IzjG%2BzYapw7sr%2F1D2PgQyYDnMC4YpE6ncq5mW3Qc9EBQW5mJu5%2FlgidgliNQ9GaL8OUXebv%7Ctkp%3ABk9SR-LRoNi8ZA,4 GB,64 GB,-,Apple iPhone 11,6.1 in
Apple iPhone 13 - 128GB - Midnight (Verizon) - NEW OPEN BOX,$387,2 product ratings,https://www.ebay.com/itm/266617423600?_skw=phone&epid=12064989136&hash=item3e13a306f0:g:Li4AAOSwqbVlJ~Sh&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkEVZIPhV3zusCdDgYA7WbaeobQLilGpTBGeLie2dn4Q6Xp%2FDaDRQcVdoIjurewy1FsDVTMEZ7O9uDKoI%2Fg5YnE6mNg0RQcACLVlzw2FJIXfx0%2BNjfeVQQE%2BL%2FYMfzcUB%2Bb9xNh4RnlJK5lo4OYjdmQrY41%2FeuueCeo9rTpfVokEavq0oo83Jm%2Fy6M1vKWB%2F8Kb1p%2FPTAK46MtkF7dhjxcHkxupl%2F63MhK8ck787%2FYftWGEJVCOMwMG1AkxjK1vPxSpiMtblK8RAD8yF5aIPP8L%7Ctkp%3ABk9SR-TRoNi8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 15 5G 128GB Original Smartphone BLACK Black -,$620.96,-,https://www.ebay.com/itm/356028649667?_skw=phone&hash=item52e4f610c3:g:v5MAAOSwMM5m3wOS&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk40CUTuQrR1M5ky77DxzHK3EJwsxzKrO5f--TMCDQ%2F2ZK0gy%2FcabDM3fAkP%2BT0ED59jENWrhTo4I%2F3H%2B7hcemKbDMd0NzorQahZCZMt65pWLETwnWD3GJdM2kMErbsRk9rB490q0BNf3qlHy%2BSBBe2nIl7saLTVI49PtsgkVExicFmwccTw7W%2FtZkDHlm4I5e0hp9EGb2Ov2iwQ3KTyXWxLM8shWEx%2Fj0oH%2FnbrzO5vA%3D%3D%7Ctkp%3ABk9SR-TRoNi8ZA,6 GB,-,-,Apple iPhone 15,-
New Listingiphone 14 pro max,$770.7,-,https://www.ebay.com/itm/286055392041?_skw=phone&hash=item429a3ae329:g:skQAAOSwm1Rm4NUr&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm%2BsZ3bfoEvHQ5NED2m9rer9yrWJe4xG4V0GYPByJYCadH7UrcAfTakdK3BvPm8lz0fC8WTdR3iWCjiKrXsw1OJngdE6YJo%2FMEost1PupiCODAQkyAvBZvRBimDCRimrSlv52ecs8YvjMfa8WwHCAisjG%2Bk6UBRwaso58Q6oIkCNnxZm0zHU3%2B71phDG0Y0qPNcnxef0EcmUzQB0AWtBHbbhorKDtbscVN1qJcnUwMKqA%3D%3D%7Ctkp%3ABk9SR-TRoNi8ZA,-,-,-,Apple iPhone 14 Pro Max,-
Apple iPhone 14 Pro Max - 256GB - Gold (pin Locked) Spares Faulty,$260.29,7 product ratings,https://www.ebay.com/itm/176569261614?_skw=phone&epid=14056251747&hash=item291c591e2e:g:5H8AAOSwNGxm4HJb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlOG5pBrtMi5q%2Fap4NnIN7XLHzx%2FZMg5m17UMp9EKd38THdZvQxHIRX0vSaYUdXKla2PdUcRlh3p%2B8OWT96oXWtmkJG5IAAOAIjq8fUM8LUW%2BVAbMR5VvcHoA833KMMjXQ2Xf28GkBw5J5EzuGICC6KAmg8R5sxSUpsTLWn6hgyW1pgy9Lk9TkKPDawuAWysDwyRFv3xQzq61abodwwut6BMUhXnQ9NGY4tgctjRcTiwBpTVnb%2FWe7Isl%2BJ%2FmlVPo1q2CIwHoQTbOOl%2FxKieeDN%7Ctkp%3ABk9SR-TRoNi8ZA,-,256 GB,-,Apple iPhone 14 Pro Max,6.7 in
Apple iPhone 12 64 | 128 | 256GB - Carrier Locked Mobile Carriers - VERY GOOD,$265.00,12 product ratings,https://www.ebay.com/itm/126646514173?_skw=phone&epid=18041714849&hash=item1d7cb871fd:g:yAMAAOSwscxmqqkL&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmqxqdXgmuvs79YOVVjFQEKSZFUefbKpvkMR0592cgauonlteDCGQLbfjjC0NRy75ZDZ8ko%2FmQm53vHiFDh7SXpCYj3vxt94CemeGNra0rySAcAU4%2Fsf%2F4b1lwqr0DAv9P3WPpUBM8h%2F03MsDAPUqlm4FkvC6LatHiRuM7RPjFQidjsoiv2WGBMSssHRyZ%2Fj%2BbjgDiUm24YORCCxJH45Hj9GqIecLh6siqHDAq%2F3RSLf%2Ftn%2BzUhabeUJhIx7NVumoqqlFmddAehbQ7wQ8mHotyf%7Ctkp%3ABFBM5tGg2Lxk,4 GB,-,Single SIM,Apple iPhone 12,6.1 in
Apple iPhone 11 - 128 GB - Black (Unlocked),$315.00,74 product ratings,https://www.ebay.com/itm/335558792137?_skw=phone&epid=13034214281&hash=item4e20dcd3c9:g:FPgAAOSw2IRmwvwc&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKk6Y6dWUnFqYiAx61vrx8Xr9z60jbVJZjVIq4giHqFjDk%2Bg3lkolNbhm1%2F3oSlO0fQpG21TQ7PpG28juqJ2KwgTCSTNkiAu2ObVN66Y39BJ%2BQ343SDCQPlsE9kSE8TKgez0MyC5gomnMwJIqKBTE1dgla8BdhcYt7w5e7Xlziekt0uhr81U1H8PEPdt3vF3IFS6UpobRpAzPb32T7PwR4LK1EbCe2vumOMiqEVyYE%2BU%2FA%3D%3D%7Ctkp%3ABk9SR-bRoNi8ZA,4 GB,128 GB,-,Apple iPhone 11,6.1 in
Apple iPhone 13 - 128 GB - Midnight black t-mobile,$399.95,-,https://www.ebay.com/itm/286050584922?_skw=phone&hash=item4299f1895a:g:T-EAAOSw5kVmzlL7&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkuh1C%2F33OY39SfWxzQ2JZYAZpPov5pZ4gJAJ%2FVy%2FqD5A0c5tVIxzc62i0umov9hgGuTVVj9wNHqK%2FGWE1jfs8%2FeObki9z4L%2BAWj%2F5FxE5Pt1ZiAXd0m2FzvJA%2FlXSWLld5GkIfzTB14FrNb7kP9WQqH7uK6cBMo%2FAm7Al7kQB8QtHcnCDYhovaqn2FsJkcUj3cNT3YJs2Fr7QCQRXTfYuxx%2FHgK7yBwx0YcVtjkId7vfE0XWOosIjflosQtEKN%2FKmRBCBG437hXKQRJy7fdeYk%7Ctkp%3ABk9SR-bRoNi8ZA,4 GB,128 GB,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 12 - 64GB 128GB 256GB - All Colors - Very Good Condition,$284.95,21 product ratings,https://www.ebay.com/itm/284798065110?_skw=phone&epid=19065004504&hash=item424f4999d6:g:KK8AAOSwg4FiawAp&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlwRL37rsZ2jJUGQFK1M0YE1FNIr0m%2FjQtyat3mqHI7%2FSNDFYhN%2FiXyTrvKQtXCHnWMw7AfN6ll%2F0gfu85wumFXBMwEtWawweFHQ0qzSd2rvF5Vph1YdjWQt23Rjdk%2BODuRNg2Eb7A4lKPnM2lOjdE%2BmuFDNDlTkxi%2FA4GJ0X%2F3aWQ0RrpiDsxNhNAf6VUiicPHycGRevP3gwgrsfVQie4HbITQbEhGU1HQIypXKIBWmQ%3D%3D%7Ctkp%3ABk9SR-bRoNi8ZA,4 GB,-,Dual SIM (SIM + eSIM),Apple iPhone 12,6.1 in
New ListingApple iPhone 14 Pro Max - 256 GB - Black (Unlocked),$779.95,16 product ratings,https://www.ebay.com/itm/266986599325?_skw=phone&epid=6056270182&hash=item3e29a4339d:g:xXoAAOSwbexmtICe&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKn%2BE%2FcWEzaDd0g909a22wyby0Twh3P1zwvbgEUfKHwwBB80zkeJyEPopn4CPS06uKKml9GbYV7R38iL73AK5p4pDeIPoeeABUb0IXS%2B7d3w6lQCyBjgQIKfzrsaqlG0xrVhSGBugK3%2BvAq3NgzOeDnt8hZus23XL8qxWb5%2BcUZ%2FhSvuu6p6EjPm9KqOQoEYQILzJaAyJnxGhyy96VtghNJDKD55%2BV8u%2FLzX2DnA2T51ng%3D%3D%7Ctkp%3ABk9SR-bRoNi8ZA,6 GB,256 GB,eSIM,Apple iPhone 14 Pro Max,6.7 in
Apple iPhone 11 Pro Max - 64 GB - Green (tracfone / Straight Talk) Only,$399.95,5 product ratings,https://www.ebay.com/itm/296682347607?_skw=phone&epid=14035817375&hash=item4513a55c57:g:4rwAAOSwCnNmzM2n&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnhw8M%2Fjo57F2r45x55FzKk1qTT0DZ%2BMeIT4SybBj8e%2BgyUydxhmmSROxXkIeKcKRRg40fDecsw3R%2FdHveaC41ZMLMcUdWqVbEAr7jHRXW1rPsTIGvUQbU30v4Wh%2F6jLTeghBYwwTnHeXg%2F1SqD1tZ%2F0KJ4UvgYiAkpM8TBbbIRZrWbXIDDZ444jmwrNPzuz8VwZ8JKT%2FBIsg%2FYxEtJBCqu%2FLRMGsCO6j7%2FnXElIFT2VHMKj37T9Lkdxr9OszJKNfcTc4WnxXk2OuCTLpjbpzVj%7Ctkp%3ABk9SR-bRoNi8ZA,4 GB,64 GB,Single SIM,Apple iPhone 11 Pro Max,6.5 in
New ListingApple iPhone 13 - 128 GB - Blue (Unlocked),$445.00,10 product ratings,https://www.ebay.com/itm/266986454312?_skw=phone&epid=6056697987&hash=item3e29a1fd28:g:VkkAAOSww~Rm4bpT&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlFGGLKys1tLVD5YOp%2FAG%2BZ5n%2BCXwPvC3aKPJk%2BqrJAek5nG66KUMu0%2BYhVqk4oZ3Ec%2FCCCmm9QPK2F3yqEpV6TZ9BukNludiOJHBXgmwhkhR3zzqguSMXv5krxlKCay6mvDT%2Fq5hzVTwmFtdffGGDAh%2FLanKLCwWBPsRmG%2B61Cd6YaGrPb8rHqY3%2FFhCKtJkftBRhVCOvAJ96ZOTII5n%2BkQpcuFq1HrRTTQynoYbLwrw%3D%3D%7Ctkp%3ABk9SR-bRoNi8ZA,-,128 GB,-,Apple iPhone 13,6.1 in
New Sealed Apple iPhone 11 64GB Black For Straight Talk & Total By Verizon,$229.95,6 product ratings,https://www.ebay.com/itm/145641551353?_skw=phone&epid=21051512195&hash=item21e8e9b5f9:g:na4AAOSwEkxkNap1&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKno6gcfJ0JMmTWTquusbLw77qgrkB%2F6mPBQx4drcmWDUSNJcPvgv9hTCjSINse6VYLhkOpWojZqYv5hoWJXu4lvvqsku55rvhqo9yaqge5eFKL2bmtfj5dGI3nam365k7Mm0eOa7j%2BhUaXfM4B%2FqvXVHapLLp%2BFIdHIpOyH7xgp0B97xdIBE%2FnFSrSRdXtfKA4zWflURd4gRSXgqPvy8SBnyBjXUNVtgGfSVGvXKa4PXA%3D%3D%7Ctkp%3ABk9SR-bRoNi8ZA,4 GB,64 GB,Dual SIM (SIM + eSIM),Apple iPhone 11,6.1 in
Apple iPhone 15 Plus - 256 GB - Black (Unlocked),$374.99,1 product rating,https://www.ebay.com/itm/256633629127?_skw=phone&epid=8062766756&hash=item3bc08e69c7:g:PjYAAOSwBuRm36C1&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlc6FyE9HmiTsRnTqyD7eeQnqpfHvF%2BrE9%2Fxy8ThGOioCNX08hFTopLBOjhip0f6%2F6nPnof2QbnTpPXmndEW060uOulZo0TjmCRzjVWdv0hUwTap6ApQOViu%2Fe1g022qj8BCTrYj%2BRfuIVNxk%2B2l9LgMifUqUn7Dz5qlNIRBSTDyvs%2BdZcE4anaEU18ZUK2Hc7AnfziVsOJZGL8%2FlKFgi2hz9bw2PV93UOAwiW3vXfO3YOYml5weTZ2q%2FWd%2FOkzs4ypGHUTS0162tAUzvYrSRv%2B%7Ctkp%3ABk9SR-jRoNi8ZA,6 GB,256 GB,Single SIM,Apple iPhone 15 Plus,6.7 in
Apple iPhone 13 - 128GB | 256GB - (Unlocked) AT&T Verizon T-Mobile Cricket Metro,$255.00,-,https://www.ebay.com/itm/256582853213?_skw=phone&epid=22065002168&hash=item3bbd87a25d:g:HtoAAOSwXFFmoolD&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkMB9RfCWLrhsnIjvmdN0gjJno6dqhe3UOFlQFjUnYo3wXs%2FCMFv1gY6AbsZClO%2BKgENAuqGeP2Hov92pWLsfhi0NBnY1oDMuwYRst877z%2BTuZfWGknpYnjeeQUJCl19scB3KlaIPmOE8wTKIHCyh7YsMDgnx6Zz8jsSdJPlz5UADi0KK%2FVeE0UagVUj2TY6a7K4QH62XwEbbuAgSPirCBngy4j4Lsyss9oQr5Dwb6lH%2ByIflJ8I1LpTDENwzxmMMnq7vEaxwCi%2BwNpsKh4Vz0c%7Ctkp%3ABk9SR-jRoNi8ZA,4 GB,-,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 15 Pro 1TB ( Unlocked) US E-Sim Version. Excellent,$419.99,-,https://www.ebay.com/itm/186408364171?_skw=phone&epid=11062756608&hash=item2b66cde88b:g:b8QAAOSwsndl2OuI&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlasGDblr8i6vlve41cu1hpc3G21cbf5mIFfEvROv5Diq15LZeYphi11HWcQxGVEEj47WTdP2CNB3Pu3nVmz%2FhuI9SLYYuXkJ4NlPjAa3R9hSF8o%2BVvR4cxmCdEBv9N6HITZ%2FDUDVQaaBD38WA%2BEwNfximeVd%2FeawAnFW%2B5QmJqrYBwwbvmOcqJnDct1ggl2GDPI6Fuaz3YXbsuz60w3cGrkFfh77IZdhH2LJ%2Be07O7WaT8H1IiLYbaAFaoS6viJZj5FMYHsJk139%2Bob0D8cGz6%7Ctkp%3ABk9SR-jRoNi8ZA,8 GB,1 TB,eSIM,Apple iPhone 15 Pro,6.1 in
Apple iPhone 11 Purple - 128GB (Unlocked) iOS 15,$282.19,-,https://www.ebay.com/itm/387375226505?_skw=phone&hash=item5a315cde89:g:-G4AAOSwEGhmz84H&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnZRRPDh4ZscId%2Flf%2ByJoyPwX5WQkxCCUi2jvSaJ8KxqyqQR9I4rVXMIGaT3GYX6cB0AJrl7aAqpVzv1A4BmZNncbujTxtx7GxuxC8EzjE70IPiK6le4%2F%2BXY%2FGQ%2F1BOSMekFGISeEHgmeafvCN3QLg8U9PrXZiJ%2Br98%2FOwnB86O1hIu2Ngl1wLD%2BRWTwqVXDlCcJXyiPeCw72e2jPd6dbBzJPuuGlJHqWxe7Hk9AWZ8Vg%2FSWmXPRCoxHZu8%2F1tOVSUGs7sKAfuoeXLlBGaNG8Eu%7Ctkp%3ABk9SR-jRoNi8ZA,-,128 GB,-,Apple iPhone 11,6.1 in
Apple iPhone 12 - 64 GB - Black (Unlocked) - MGH63LL/A - Excellent,$317.95,21 product ratings,https://www.ebay.com/itm/226316478748?_skw=phone&epid=19065004504&hash=item34b183691c:g:S1oAAOSwIuJmzSXV&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkJED2w9hn1iHzCePJ7T2qBT2vOhDN%2FSdJycKP%2BPG0SmighMBYd0MUNri5N9nmcLdQVFNnihYcsxc8lRw4WK9IVpcVaiaTA0xRHKQXMTvLW2sdg%2FJj4uuSHDvKuKuGE7RiaWtBoCYXl7CvmUoT0SIqyhgEPQXCsvuSYIqaydxITRRjLPbvbtl%2FxQZ1rw7mkgANLUVF9WiBCYMqMlCZLxba3KgZI2%2BKATux63W5nwS98f7BM7YjWedfZFEyM%2Fn5WlklN6wppyMRhcmffEYTs7YKZ%7Ctkp%3ABk9SR-jRoNi8ZA,-,64 GB,-,Apple iPhone 12,6.1 in
Apple iPhone 13 - 128 GB - Blue (Unlocked),$175,8 product ratings,https://www.ebay.com/itm/387376774542?_skw=phone&epid=4056433567&hash=item5a31747d8e:g:sYcAAOSwmJxmz5Jq&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmidLBXDTSsYBIgZXCkU8%2BJqfK79tU3wisPFxqgLg%2BSxzpefWN44xjj9eNhBFRtY%2FdHxlN1nnzuH3Zxp24QJYpe5WBmcJIJ1To%2BKMqNVQvVWMyexOqnJm5w%2Frmqavhvx1UK%2FBReCSnJs%2FRLO7KahoKr7qgaxRbMiBXDXKazv8tvOhVRkxwdlHf%2Fkif2h0LIjMCLYxIKfAl85OV5z8g3aKIuErUn92%2FXPClSGOqBpkzmQg%3D%3D%7Ctkp%3ABk9SR-jRoNi8ZA,4 GB,128 GB,-,Apple iPhone 13,6.1 in
Apple iPhone 13 (5G) - 512GB  Pink FOR PARTS ONLY Not Working,$52,1 product rating,https://www.ebay.com/itm/395668095311?_skw=phone&epid=22049282511&hash=item5c1fa8014f:g:ADMAAOSwP3Vm3~UQ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKluZ6ww%2B6tMtAekkBykiPmcTWKeL7x0KAt2prgO2L2lV4pzc6UaVlq30ObO%2B6V2TROSDSo6GW6cDIf6DZrMntNsgp5xJ2MtZJdjs1oCgzQXZjEA15rd9xQL%2BctFbO%2B%2B%2BI0oNTVIHDkbbv3pI4W1zDFW%2BHnNdBsrdVUdUw3Kb7uykHqlP%2F%2BIKkud%2BcJKssu1Xtqd6LSzWNDJtOb26GxOWRGyCsUhJxcv1%2BJ8htGfEG1hT6Q1H%2BF65n2mEPs6vP3F%2FOm%2FBuWwiQ8MgpR47aQ5tDME%7Ctkp%3ABk9SR-jRoNi8ZA,4 GB,512 GB,Dual SIM (SIM + eSIM),Apple iPhone 13,6.1 in
Apple iPhone 12 64GB 5G Black (AT&T UNLOCKED) Smartphone NEW OTHER SEALED BOX,$303.88,16 product ratings,https://www.ebay.com/itm/225864573202?_skw=phone&epid=13041717128&hash=item349693e112:g:IBMAAOSwZKllTUVv&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnoFxhEDNtDuKvr9YO%2B0aSlNkhsmtWGV0MSCHUJ--2iP3UFrYO5UKCHIziWbN8q3OztY3Ierta0wykbjvXLzzJDqtuNV97Eg82yjR9x9N7gIo02mNKn1ze1gSmXtUdsDctotZfsZOIwYA%2F5ynCFJeqY9KKCrge2g%2BtbqQmnhi1HnZwtSKVPemzJ%2BcR8eEQ8wfWN%2Br102xtt%2FgNLpkTZDIZSAOg6E1DyXBouYU1BLKnmFc91Y50UAJOXC9R%2FjvziDj2exzB%2BKG%2FjCha1%2F2KXaZRn%7Ctkp%3ABk9SR-jRoNi8ZA,4 GB,64 GB,Dual SIM (SIM + eSIM),Apple iPhone 12,6.1 in
NEW Sealed Unlocked Apple iPhone 14 A2649 128GB Yellow Apple Warranty!,$520,1 product rating,https://www.ebay.com/itm/166952570604?_skw=phone&epid=20059238253&hash=item26df260eec:g:mJ4AAOSwCdxm1ymh&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkNbLbsThoghWRYKDbPpA1kczc%2BbiTOUzLwykNOIW2KBUwLr9TxXIbze4uc28PISwDha8eVTaFLEyQ0kXEaSNrqO1dsq0ybTcZ%2FCvm5VMJuGbzQFMctmThlNVQBSUsOHVFwZ4E4MMfmdZlHtdfogr8xRcQC2tj0TvrCQvSLvVhk7DuoHVZ93qcybXEmCIu%2BIOfjwEKvNX8W7da8Fx9dvY%2B3uib1%2B3IicMhRr4CVGVCQnjYWut%2BX2ybvMwJx6YS%2BAQ649Ny4Lz4%2FI9hSLzoM41Ti%7Ctkp%3ABk9SR-rRoNi8ZA,6 GB,128 GB,Single SIM,Apple iPhone 14,6.1 in
New ListingApple iPhone 15 pro 128 gb - black titanium,$780.87,-,https://www.ebay.com/itm/326266709077?_skw=phone&hash=item4bf702e455:g:WX8AAOSwNcRm4qeR&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnjJ3nUaI7fQg4mML9nQiH9fCGfjqz0Qd7NaPviCixVOG67hB1b3vl%2BsEjYhnDwTaGCEy6wS%2BFrb3RuoFHy2j6FCB10ySTdux%2FaL2GJ2Vkm0UYba2ISerrNo5dr6msW7P86P8gp4lRzu2J%2F0NNV9NNGiK%2FqTQnF64CY%2B96P6o7DBIaD4hEOouLco3Kg1Dn%2Fa13g3OIp0K%2B9PGFSQlSTbtMwqPSUuUSaiaudVfBT2Dqi3iPbuICefqA01ZADLjbIUipiXOk2YmnkQg4sftpFnQXx%7Ctkp%3ABk9SR-rRoNi8ZA,-,128 GB,-,Apple iPhone 15 Pro,-
Apple iPhone 11 - 64GB 128GB - Unlocked Verizon AT&T Cricket T-Mobile - Good!,$284.95,7 product ratings,https://www.ebay.com/itm/276082722823?_skw=phone&epid=7034636144&hash=item4047d00807:g:MSwAAOSw-WNlHbL8&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKltwiPCiADIQjJBDSrPZpirtgzlMgalLT61i017lLmP9LFFMyF4LdeoOrfYpWsPifCUcRVNU00nrmi9FZ9osQaoE107eIDzjmzaKVNg3ysnkmJG4wfCkriS%2FBAAmRlu%2BKvfTwad%2BooWauxPn6fTwqaTTG7vlq%2FD%2B%2B6jyQPnpQ%2FsvwAfIcpobhXkeSUdjdMqAZq5mLCIUsHjMetHCg9mqE1LA7SDru8hLtnF%2BG78Pfm8xlr8URvd9uW2Yhha73iSCkSxbjEg9ZEEFczM%2BL16rWKV%7Ctkp%3ABFBMovO72Lxk,4 GB,-,Dual SIM (SIM + eSIM),Apple iPhone 11,6.1 in
